price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,bedrooms^2,bathrooms^2,sqft_living^2,sqft_lot^2,floors^2,waterfront^2,view^2,condition^2,grade^2,sqft_above^2,sqft_basement^2,yr_built^2,yr_renovated^2,lat^2,long^2,sqft_living15^2,sqft_lot15^2
150000,2,1,1100,7200,1,0,0,4,6,1100,0,1944,0,47.4752,-122.172,1390,7200,4,1,1210000,51840000,1,0,0,16,36,1210000,0,3779136,0,2253.894615,14925.99758,1932100,51840000
450000,4,1.75,1640,1480,1,0,0,4,7,820,820,1912,0,47.6684,-122.314,1420,2342,16,3.0625,2689600,2190400,1,0,0,16,49,672400,672400,3655744,0,2272.276359,14960.7146,2016400,5484964
355000,4,3,2590,7213,2,0,0,3,8,2590,0,2001,0,47.2609,-122.289,2550,6800,16,9,6708100,52027369,4,0,0,9,64,6708100,0,4004001,0,2233.592669,14954.59952,6502500,46240000
245000,3,2,1450,9333,2,0,0,4,7,1450,0,1972,0,47.346,-122.315,1910,7701,9,4,2102500,87104889,4,0,0,16,49,2102500,0,3888784,0,2241.643716,14960.95923,3648100,59305401
265900,3,2,1180,7793,1,0,0,4,7,1180,0,1992,0,47.4053,-122.181,1720,7793,9,4,1392400,60730849,1,0,0,16,49,1392400,0,3968064,0,2247.262468,14928.19676,2958400,60730849
299000,4,2.5,1820,7575,1,0,0,3,7,1220,600,1975,0,47.4339,-122.167,1840,7650,16,6.25,3312400,57380625,1,0,0,9,49,1488400,360000,3900625,0,2249.974869,14924.77589,3385600,58522500
957500,4,2.25,2360,11523,2,0,0,4,10,2360,0,1968,0,47.5318,-122.224,2850,11362,16,5.0625,5569600,132779529,4,0,0,16,100,5569600,0,3873024,0,2259.272011,14938.70618,8122500,129095044
343000,3,1,1120,7250,1,0,0,4,7,1120,0,1972,0,47.7143,-122.211,1340,7302,9,1,1254400,52562500,1,0,0,16,49,1254400,0,3888784,0,2276.654424,14935.52852,1795600,53319204
307500,3,2.25,1646,7364,2,0,0,3,7,1646,0,1994,0,47.3646,-122.037,1975,9161,9,5.0625,2709316,54228496,4,0,0,9,49,2709316,0,3976036,0,2243.405333,14893.02937,3900625,83923921
937500,5,3.75,4210,14599,2,0,3,3,10,4210,0,2004,0,47.5364,-121.858,3950,13591,25,14.0625,17724100,213130801,4,0,9,9,100,17724100,0,4016016,0,2259.709325,14849.37216,15602500,184715281
610000,3,3,2480,45302,1,0,0,4,8,1620,860,1976,0,47.7591,-122.073,1260,14100,9,9,6150400,2052271204,1,0,0,16,64,2624400,739600,3904576,0,2280.931633,14901.81733,1587600,198810000
720000,3,1.5,1590,7080,1,0,2,3,8,1310,280,1952,0,47.5244,-122.386,2080,7200,9,2.25,2528100,50126400,1,0,4,9,64,1716100,78400,3810304,0,2258.568595,14978.333,4326400,51840000
610000,4,2,2130,2620,1.5,0,0,5,7,1650,480,1919,0,47.6515,-122.346,1330,2719,16,4,4536900,6864400,2.25,0,0,25,49,2722500,230400,3682561,0,2270.665452,14968.54372,1768900,7392961
434500,3,1.75,1650,7965,1,0,0,4,7,1650,0,1967,0,47.7335,-122.193,1560,7350,9,3.0625,2722500,63441225,1,0,0,16,49,2722500,0,3869089,0,2278.487022,14931.12925,2433600,54022500
602500,2,2.5,3090,47044,1,0,0,4,10,2250,840,1979,0,47.4291,-122.177,1860,62829,4,6.25,9548100,2213137936,1,0,0,16,100,5062500,705600,3916441,0,2249.519527,14927.21933,3459600,3947483241
607010,4,2.5,2180,4000,2,0,0,3,8,1700,480,2002,0,47.5553,-122.269,2180,4000,16,6.25,4752400,16000000,4,0,0,9,64,2890000,230400,4008004,0,2261.506558,14949.70836,4752400,16000000
610000,3,1,1800,5750,1,0,0,3,7,1040,760,1947,0,47.686,-122.395,1320,5625,9,1,3240000,33062500,1,0,0,9,49,1081600,577600,3790809,0,2273.954596,14980.53603,1742400,31640625
828500,4,2.5,3720,35000,2,0,0,3,10,3720,0,1983,0,47.7582,-122.13,3720,35000,16,6.25,13838400,1225000000,4,0,0,9,100,13838400,0,3932289,0,2280.845667,14915.7369,13838400,1225000000
199990,3,1,1100,8560,1,0,0,3,6,1100,0,1961,0,47.329,-122.338,1120,8470,9,1,1210000,73273600,1,0,0,9,36,1210000,0,3845521,0,2240.034241,14966.58624,1254400,71740900
294000,3,1.75,1530,9362,1,0,0,3,7,1530,0,1987,0,47.3643,-122.049,1480,8125,9,3.0625,2340900,87647044,1,0,0,9,49,2340900,0,3948169,0,2243.376914,14895.9584,2190400,66015625
789500,4,2.5,3010,6100,2,0,0,3,9,3010,0,2005,0,47.6647,-122.08,2890,5176,16,6.25,9060100,37210000,4,0,0,9,81,9060100,0,4020025,0,2271.923626,14903.5264,8352100,26790976
797000,3,3.5,3500,9473,2,0,0,3,10,3500,0,2008,0,47.5807,-121.972,3510,7833,9,12.25,12250000,89737729,4,0,0,9,100,12250000,0,4032064,0,2263.923012,14877.16878,12320100,61355889
539950,5,3,3100,5250,2,0,0,3,7,3100,0,2006,0,47.5369,-121.888,2460,5250,25,9,9610000,27562500,4,0,0,9,49,9610000,0,4024036,0,2259.756862,14856.68454,6051600,27562500
284950,4,1.5,2000,6778,1,0,0,4,7,1170,830,1962,0,47.3708,-122.311,1940,7531,16,2.25,4000000,45941284,1,0,0,16,49,1368900,688900,3849444,0,2243.992693,14959.98072,3763600,56715961
776500,4,1.5,2290,10372,1,0,0,3,7,1510,780,1965,1987,47.6888,-122.199,1900,8109,16,2.25,5244100,107578384,1,0,0,9,49,2280100,608400,3861225,3948169,2274.221645,14932.5956,3610000,65755881
525000,4,2.5,2400,10070,1,0,0,3,7,1510,890,1967,0,47.7104,-122.24,2030,9964,16,6.25,5760000,101404900,1,0,0,9,49,2280100,792100,3869089,0,2276.282268,14942.6176,4120900,99281296
303000,3,2.5,1850,4957,2,0,0,3,8,1850,0,1999,0,47.3311,-122.17,2400,6367,9,6.25,3422500,24571849,4,0,0,9,64,3422500,0,3996001,0,2240.233027,14925.5089,5760000,40538689
722080,3,3.25,3680,7650,2,0,0,3,9,2340,1340,1988,0,47.6272,-122.033,2280,8515,9,10.5625,13542400,58522500,4,0,0,9,81,5475600,1795600,3952144,0,2268.35018,14892.05309,5198400,72505225
140000,3,1,1060,7473,1,0,0,3,7,1060,0,1959,0,47.3699,-122.309,1320,7912,9,1,1123600,55845729,1,0,0,9,49,1123600,0,3837681,0,2243.907426,14959.49148,1742400,62599744
235000,3,1,1060,7473,1,0,0,3,7,1060,0,1959,0,47.3699,-122.309,1320,7912,9,1,1123600,55845729,1,0,0,9,49,1123600,0,3837681,0,2243.907426,14959.49148,1742400,62599744
440000,3,1,1610,5500,1.5,0,0,3,7,1610,0,1903,1973,47.698,-122.351,1200,5701,9,1,2592100,30250000,2.25,0,0,9,49,2592100,0,3621409,3892729,2275.099204,14969.7672,1440000,32501401
605000,3,1.75,2330,6000,1.5,0,0,4,7,1630,700,1940,0,47.5765,-122.378,1600,4000,9,3.0625,5428900,36000000,2.25,0,0,16,49,2656900,490000,3763600,0,2263.523352,14976.37488,2560000,16000000
380000,2,1,1210,4800,1,0,0,3,8,1060,150,1950,0,47.5625,-122.316,1380,4800,4,1,1464100,23040000,1,0,0,9,64,1123600,22500,3802500,0,2262.191406,14961.20386,1904400,23040000
352000,4,1,1530,8890,1,0,0,3,7,980,550,1925,0,47.5308,-122.35,1100,5203,16,1,2340900,79032100,1,0,0,9,49,960400,302500,3705625,0,2259.176949,14969.5225,1210000,27071209
420000,4,2.25,2270,12000,1,0,0,4,7,1360,910,1979,0,47.7559,-122.148,2500,10120,16,5.0625,5152900,144000000,1,0,0,16,49,1849600,828100,3916441,0,2280.625985,14920.1339,6250000,102414400
1.18E+06,4,2,2590,7220,2,0,2,4,10,2590,0,1930,0,47.647,-122.41,2530,6380,16,4,6708100,52128400,4,0,4,16,100,6708100,0,3724900,0,2270.236609,14984.2081,6400900,40704400
1.38E+06,3,1.5,1850,10572,1,0,0,4,8,1850,0,1953,0,47.6194,-122.208,3030,12752,9,2.25,3422500,111767184,1,0,0,16,64,3422500,0,3814209,0,2267.607256,14934.79526,9180900,162613504
300000,3,1.5,1500,14750,1.5,0,0,4,6,1500,0,1933,0,47.495,-122.318,1270,15100,9,2.25,2250000,217562500,2.25,0,0,16,36,2250000,0,3736489,0,2255.775025,14961.69312,1612900,228010000
1.15E+06,4,3.25,4740,49091,2,0,0,3,11,4740,0,1990,0,47.6624,-122.071,4800,42387,16,10.5625,22467600,2409926281,4,0,0,9,121,22467600,0,3960100,0,2271.704374,14901.32904,23040000,1796657769
453500,2,1.5,1710,4189,1,0,1,5,7,1160,550,1951,0,47.5286,-122.383,1530,5608,4,2.25,2924100,17547721,1,0,1,25,49,1345600,302500,3806401,0,2258.967818,14977.59869,2340900,31449664
443500,3,2,1920,7598,1,0,0,4,8,1920,0,1972,0,47.7735,-122.363,2220,7598,9,4,3686400,57729604,1,0,0,16,64,3686400,0,3888784,0,2282.307302,14972.70377,4928400,57729604
332000,2,1,1150,8138,1,0,0,3,7,1150,0,1954,0,47.737,-122.325,1300,8139,4,1,1322500,66227044,1,0,0,9,49,1322500,0,3818116,0,2278.821169,14963.40563,1690000,66243321
655000,3,2.5,2320,4721,2,0,0,3,8,2320,0,2004,0,47.591,-122.017,2250,4356,9,6.25,5382400,22287841,4,0,0,9,64,5382400,0,4016016,0,2264.903281,14888.14829,5062500,18974736
475000,4,1,1420,6000,1.5,0,0,3,7,1420,0,1950,0,47.6844,-122.302,1420,6180,16,1,2016400,36000000,2.25,0,0,9,49,2016400,0,3802500,0,2273.802003,14957.7792,2016400,38192400
372500,3,1.75,1550,12956,1,0,0,3,7,1210,340,1988,0,47.4711,-121.752,1630,15360,9,3.0625,2402500,167857936,1,0,0,9,49,1464100,115600,3952144,0,2253.505335,14823.5495,2656900,235929600
1.05E+06,4,2.5,2920,7200,1,0,3,3,8,1470,1450,1921,2006,47.5947,-122.288,3210,6825,16,6.25,8526400,51840000,1,0,9,9,64,2160900,2102500,3690241,4024036,2265.255468,14954.35494,10304100,46580625
500000,3,1.75,1620,4200,1,0,0,5,7,830,790,1945,0,47.6743,-122.285,1580,5000,9,3.0625,2624400,17640000,1,0,0,25,49,688900,624100,3783025,0,2272.83888,14953.62123,2496400,25000000
900000,6,2.75,2300,24773,1.5,0,0,4,9,2300,0,1950,1985,47.5833,-122.242,2720,11740,36,7.5625,5290000,613701529,2.25,0,0,16,81,5290000,0,3802500,3940225,2264.170439,14943.10656,7398400,137827600
327500,3,1,1070,7140,1,0,0,3,7,1070,0,1989,0,47.5427,-122.288,1390,2374,9,1,1144900,50979600,1,0,0,9,49,1144900,0,3956121,0,2260.308323,14954.35494,1932100,5635876
390000,3,1.75,1790,7123,1,0,0,3,7,1790,0,1913,1995,47.7429,-121.981,1660,8128,9,3.0625,3204100,50737129,1,0,0,9,49,3204100,0,3659569,3980025,2279.3845,14879.36436,2755600,66064384
451101,2,1.5,1510,1962,2,0,0,4,8,1510,0,1985,0,47.6214,-122.153,1510,2182,4,2.25,2280100,3849444,4,0,0,16,64,2280100,0,3940225,0,2267.797738,14921.35541,2280100,4761124
455000,4,1,1340,5800,1.5,0,2,3,7,1340,0,1914,0,47.5658,-122.389,1900,5800,16,1,1795600,33640000,2.25,0,4,9,49,1795600,0,3663396,0,2262.50533,14979.06732,3610000,33640000
650000,4,2.5,3350,46748,2,0,0,3,10,3350,0,2004,0,47.3432,-122.025,3350,39683,16,6.25,11222500,2185375504,4,0,0,9,100,11222500,0,4016016,0,2241.378586,14890.10063,11222500,1574740489
895000,3,2.5,2500,7746,2,0,0,4,10,1910,590,1993,0,47.6393,-122.311,2480,5099,9,6.25,6250000,60000516,4,0,0,16,100,3648100,348100,3972049,0,2269.502904,14959.98072,6150400,25999801
800000,4,2.25,2350,10664,1,0,1,2,7,1510,840,1952,0,47.5743,-122.238,2350,10140,16,5.0625,5522500,113720896,1,0,1,4,49,2280100,705600,3810304,0,2263.31402,14942.12864,5522500,102819600
703770,4,2.25,2550,12918,2,0,0,3,9,2550,0,1987,0,47.5623,-122.109,2550,11036,16,5.0625,6502500,166874724,4,0,0,9,81,6502500,0,3948169,0,2262.172381,14910.60788,6502500,121793296
249950,3,1.75,1320,10454,1,0,0,4,7,1320,0,1968,0,47.2844,-122.216,1680,10183,9,3.0625,1742400,109286116,1,0,0,16,49,1742400,0,3873024,0,2235.814483,14936.75066,2822400,103693489
512000,2,2,1270,3881,1,0,0,4,6,610,660,1926,0,47.6694,-122.298,1370,5000,4,4,1612900,15062161,1,0,0,16,36,372100,435600,3709476,0,2272.371696,14956.8008,1876900,25000000
780000,5,2.5,3480,74052,1,0,0,4,8,1980,1500,1972,0,47.4961,-122.063,2610,65775,25,6.25,12110400,5483698704,1,0,0,16,64,3920400,2250000,3888784,0,2255.879515,14899.37597,6812100,4326350625
336000,3,2.25,2820,11625,2,0,0,3,8,2820,0,1986,0,47.2621,-122.218,2290,8488,9,5.0625,7952400,135140625,4,0,0,9,64,7952400,0,3944196,0,2233.706096,14937.23952,5244100,72046144
285000,3,2,2110,6900,1.5,0,0,5,6,1220,890,1955,0,47.504,-122.26,1350,7683,9,4,4452100,47610000,2.25,0,0,25,36,1488400,792100,3822025,0,2256.630016,14947.5076,1822500,59028489
229900,3,1.75,1100,7224,1,0,0,3,7,1100,0,1981,0,47.3717,-122.277,1700,8447,9,3.0625,1210000,52186176,1,0,0,9,49,1210000,0,3924361,0,2244.077961,14951.66473,2890000,71351809
667500,4,3,1920,4000,1.5,0,0,4,8,1540,380,1931,0,47.5718,-122.385,1660,4000,16,9,3686400,16000000,2.25,0,0,16,64,2371600,144400,3728761,0,2263.076155,14978.08823,2755600,16000000
378000,4,2.5,1890,12236,1,0,0,3,7,1230,660,1978,0,47.4491,-121.78,1390,11360,16,6.25,3572100,149719696,1,0,0,9,49,1512900,435600,3912484,0,2251.417091,14830.3684,1932100,129049600
454000,3,2.5,2530,43733,2,0,0,3,8,1530,1000,1991,0,47.46,-121.708,1730,43548,9,6.25,6400900,1912575289,4,0,0,9,64,2340900,1000000,3964081,0,2252.4516,14812.83726,2992900,1896428304
537500,4,2.5,2550,4630,2,0,0,3,7,2550,0,2005,0,47.5928,-122.004,2550,5151,16,6.25,6502500,21436900,4,0,0,9,49,6502500,0,4020025,0,2265.074612,14884.97602,6502500,26532801
425000,3,1,1550,4160,1.5,0,0,4,6,1550,0,1926,0,47.5387,-122.265,1590,5000,9,1,2402500,17305600,2.25,0,0,16,36,2402500,0,3709476,0,2259.927998,14948.73023,2528100,25000000
290000,3,2,1760,6600,1,0,0,3,7,1760,0,1998,0,47.3836,-122.184,2590,6600,9,4,3097600,43560000,1,0,0,9,49,3097600,0,3992004,0,2245.205549,14928.92986,6708100,43560000
349500,3,2,1270,3600,1,0,0,3,7,1270,0,1963,0,47.6099,-122.297,1660,3600,9,4,1612900,12960000,1,0,0,9,49,1612900,0,3853369,0,2266.702578,14956.55621,2755600,12960000
370000,3,2.75,1250,1655,2,0,0,3,7,830,420,2006,0,47.5554,-122.382,1520,3001,9,7.5625,1562500,2739025,4,0,0,9,49,688900,176400,4024036,0,2261.516069,14977.35392,2310400,9006001
549500,3,1.75,1620,8438,1,0,0,4,8,1620,0,1961,0,47.703,-122.281,2040,9450,9,3.0625,2624400,71199844,1,0,0,16,64,2624400,0,3845521,0,2275.576209,14952.64296,4161600,89302500
245000,2,1,710,6322,1,0,0,3,6,710,0,1942,0,47.5165,-122.376,740,6720,4,1,504100,39967684,1,0,0,9,36,504100,0,3771364,0,2257.817772,14975.88538,547600,45158400
208000,3,1.75,1070,7200,1,0,0,3,7,1070,0,1994,0,47.3134,-122.023,1480,7200,9,3.0625,1144900,51840000,1,0,0,9,49,1144900,0,3976036,0,2238.55782,14889.61253,2190400,51840000
248000,4,2.25,2320,8760,1,0,0,4,8,1160,1160,1966,0,47.3627,-122.285,1970,8690,16,5.0625,5382400,76737600,1,0,0,16,64,1345600,1345600,3865156,0,2243.225351,14953.62123,3880900,75516100
610000,4,3.25,5450,37058,1.5,0,0,5,9,5450,0,1984,0,47.351,-122.087,2800,35716,16,10.5625,29702500,1373295364,2.25,0,0,25,81,29702500,0,3936256,0,2242.117201,14905.23557,7840000,1275632656
550000,4,2.5,1670,5116,2,0,0,3,8,1670,0,1999,0,47.7667,-122.33,1910,7210,16,6.25,2788900,26173456,4,0,0,9,64,2788900,0,3996001,0,2281.657629,14964.6289,3648100,51984100
750000,3,2.75,3010,206910,2,0,2,3,10,3010,0,2001,0,47.4881,-121.721,1580,120675,9,7.5625,9060100,42811748100,4,0,4,9,100,9060100,0,4004001,0,2255.119642,14816.00184,2496400,14562455625
192000,2,1.75,1340,7380,1,0,0,3,6,1340,0,1940,0,47.4785,-122.229,1980,9600,4,3.0625,1795600,54464400,1,0,0,9,36,1795600,0,3763600,0,2254.207962,14939.92844,3920400,92160000
169317,2,1,790,4000,1,0,2,3,7,790,0,1908,0,47.6248,-122.301,1700,4200,4,1,624100,16000000,1,0,4,9,49,624100,0,3640464,0,2268.121575,14957.5346,2890000,17640000
1.20E+06,4,3.5,3400,3850,2.5,0,0,3,10,2790,610,2008,0,47.6258,-122.302,2030,4000,16,12.25,11560000,14822500,6.25,0,0,9,100,7784100,372100,4032064,0,2268.216826,14957.7792,4120900,16000000
880000,2,1,1530,6350,1.5,0,0,4,7,1530,0,1923,0,47.6325,-122.303,2640,6350,4,1,2340900,40322500,2.25,0,0,16,49,2340900,0,3697929,0,2268.855056,14958.02381,6969600,40322500
210000,1,1,930,7129,1,0,0,3,6,930,0,1948,0,47.7234,-122.333,1300,8075,1,1,864900,50822641,1,0,0,9,36,864900,0,3794704,0,2277.522908,14965.36289,1690000,65205625
180500,3,1.5,1540,9800,1,0,0,3,7,1010,530,1973,0,47.4676,-122.184,1600,8250,9,2.25,2371600,96040000,1,0,0,9,49,1020100,280900,3892729,0,2253.17305,14928.92986,2560000,68062500
540000,4,2,1990,29078,2,0,0,3,9,1990,0,1984,0,47.6471,-122.057,2310,28353,16,4,3960100,845530084,4,0,0,9,81,3960100,0,3936256,0,2270.246138,14897.91125,5336100,803892609
520000,3,1.75,2300,35722,1,0,0,3,9,2300,0,1984,0,47.7455,-122.112,2600,34798,9,3.0625,5290000,1276061284,1,0,0,9,81,5290000,0,3936256,0,2279.63277,14911.34054,6760000,1210900804
177500,3,1.5,1220,6000,1,0,0,3,7,1220,0,1968,0,47.4904,-122.222,1660,6000,9,2.25,1488400,36000000,1,0,0,9,49,1488400,0,3873024,0,2255.338092,14938.21728,2755600,36000000
415000,3,1.75,2380,5650,1,0,2,4,8,1190,1190,1956,0,47.5119,-122.255,2350,6554,9,3.0625,5664400,31922500,1,0,4,16,64,1416100,1416100,3825936,0,2257.380642,14946.28503,5522500,42954916
495000,4,2.5,2020,7200,1,0,0,5,7,1010,1010,1968,0,47.7289,-122.201,1620,7275,16,6.25,4080400,51840000,1,0,0,25,49,1020100,1020100,3873024,0,2278.047895,14933.0844,2624400,52925625
325000,3,2.25,1890,9646,1,0,0,3,8,1890,0,1966,0,47.4838,-122.299,1580,9488,9,5.0625,3572100,93045316,1,0,0,9,64,3572100,0,3865156,0,2254.711262,14957.0454,2496400,90022144
440000,2,1.75,1330,4903,1,0,0,3,7,1330,0,1985,0,47.6819,-122.161,1470,2735,4,3.0625,1768900,24039409,1,0,0,9,49,1768900,0,3940225,0,2273.563588,14923.30992,2160900,7480225
411000,3,1.75,1490,9844,1,0,0,4,7,1190,300,1959,0,47.7626,-122.297,1840,10150,9,3.0625,2220100,96904336,1,0,0,16,49,1416100,90000,3837681,0,2281.265959,14956.55621,3385600,103022500
810000,5,3.5,3550,9600,2,0,0,3,9,2550,1000,1998,0,47.5484,-122.269,2030,9600,25,12.25,12602500,92160000,4,0,0,9,81,6502500,1000000,3992004,0,2260.850343,14949.70836,4120900,92160000
561750,5,1.75,2040,8996,1,0,2,4,7,1020,1020,1962,0,47.588,-122.118,1950,8270,25,3.0625,4161600,80928016,1,0,4,16,49,1040400,1040400,3849444,0,2264.617744,14912.80592,3802500,68392900
835100,4,2.5,2380,12573,1,0,0,4,9,2380,0,1963,0,47.5984,-122.176,2900,10700,16,6.25,5664400,158080329,1,0,0,16,81,5664400,0,3853369,0,2265.607683,14926.97498,8410000,114490000
450000,3,2.25,1780,9969,1,0,0,3,8,1450,330,1985,0,47.7286,-122.168,1950,7974,9,5.0625,3168400,99380961,1,0,0,9,64,2102500,108900,3940225,0,2278.019258,14925.02022,3802500,63584676
238000,3,2.5,1650,2807,2,0,0,3,7,1650,0,2004,0,47.4328,-122.196,1460,1875,9,6.25,2722500,7879249,4,0,0,9,49,2722500,0,4016016,0,2249.870516,14931.86242,2131600,3515625
299000,3,1,1510,142803,1,0,0,3,7,1510,0,1974,0,47.3192,-122.287,1330,46609,9,1,2280100,20392696809,1,0,0,9,49,2280100,0,3896676,0,2239.106689,14954.11037,1768900,2172398881
570000,2,1,1100,6240,1,0,0,4,7,1100,0,1941,0,47.6446,-122.403,1250,6240,4,1,1210000,38937600,1,0,0,16,49,1210000,0,3767481,0,2270.007909,14982.49441,1562500,38937600
340000,3,1.75,2190,12626,2,0,0,4,8,2190,0,1978,0,47.3845,-122.154,3110,14592,9,3.0625,4796100,159415876,4,0,0,16,64,4796100,0,3912484,0,2245.29084,14921.59972,9672100,212926464
450000,2,1.75,1760,2275,1.5,0,0,3,6,1040,720,1912,0,47.5803,-122.393,1380,3750,4,3.0625,3097600,5175625,2.25,0,0,9,36,1081600,518400,3655744,0,2263.884948,14980.04645,1904400,14062500
272750,4,1.5,1800,8786,1,0,0,3,7,1330,470,1966,0,47.4982,-122.345,1780,8664,16,2.25,3240000,77193796,1,0,0,9,49,1768900,220900,3865156,0,2256.079003,14968.29903,3168400,75064896
520000,4,2,2000,6380,2,0,0,4,6,1860,140,1949,0,47.6956,-122.303,1600,6380,16,4,4000000,40704400,4,0,0,16,36,3459600,19600,3798601,0,2274.870259,14958.02381,2560000,40704400
284950,3,1,990,10723,1,0,0,5,7,990,0,1960,0,47.4887,-122.133,1460,10723,9,1,980100,114982729,1,0,0,25,49,980100,0,3841600,0,2255.176628,14916.46969,2131600,114982729
255000,2,1.5,1480,9660,1,0,0,3,7,1480,0,1949,0,47.4577,-122.289,1990,9660,4,2.25,2190400,93315600,1,0,0,9,49,2190400,0,3798601,0,2252.233289,14954.59952,3960100,93315600
231500,2,1,1200,9488,1,0,0,5,7,1200,0,1941,0,47.4832,-122.299,1200,9488,4,1,1440000,90022144,1,0,0,25,49,1440000,0,3767481,0,2254.654282,14957.0454,1440000,90022144
415000,1,2,3000,204732,2.5,0,2,3,8,3000,0,1979,0,47.6331,-121.945,2330,213008,1,4,9000000,41915191824,6.25,0,4,9,64,9000000,0,3916441,0,2268.912216,14870.58303,5428900,45372408064
330000,4,2.5,3504,6000,2,0,0,3,7,3504,0,2006,0,47.3012,-122.285,2790,5231,16,6.25,12278016,36000000,4,0,0,9,49,12278016,0,4024036,0,2237.403521,14953.62123,7784100,27363361
365000,3,1.5,1300,12240,1,0,0,3,7,1300,0,1963,0,47.737,-122.243,2040,9326,9,2.25,1690000,149817600,1,0,0,9,49,1690000,0,3853369,0,2278.821169,14943.35105,4161600,86974276
425000,4,2,1330,9188,1.5,0,0,3,7,1330,0,1928,2004,47.401,-122.319,1770,10419,16,4,1768900,84419344,2.25,0,0,9,49,1768900,0,3717184,4016016,2246.854801,14961.93776,3132900,108555561
400000,4,1.75,1850,6480,1,0,0,4,7,1120,730,1958,0,47.5525,-122.313,1610,5040,16,3.0625,3422500,41990400,1,0,0,16,49,1254400,532900,3833764,0,2261.240256,14960.46997,2592100,25401600
335000,4,2.5,2240,9701,2,0,0,3,9,2240,0,1989,0,47.3086,-122.392,2240,9410,16,6.25,5017600,94109401,4,0,0,9,81,5017600,0,3956121,0,2238.103634,14979.80166,5017600,88548100
342000,3,3,1260,1251,2,0,0,3,7,1040,220,2003,0,47.5943,-122.296,1780,7715,9,9,1587600,1565001,4,0,0,9,49,1081600,48400,4012009,0,2265.217392,14956.31162,3168400,59521225
490000,8,5,2800,2580,2,0,0,3,8,1880,920,1997,0,47.6086,-122.303,1800,2580,64,25,7840000,6656400,4,0,0,9,64,3534400,846400,3988009,0,2266.578794,14958.02381,3240000,6656400
331500,4,1.75,1820,14319,1,0,0,4,7,1820,0,1969,0,47.4757,-122.148,1440,10018,16,3.0625,3312400,205033761,1,0,0,16,49,3312400,0,3876961,0,2253.94209,14920.1339,2073600,100360324
960000,3,2.5,1730,4102,3,1,4,3,8,1730,0,1996,0,47.645,-122.084,2340,16994,9,6.25,2992900,16826404,9,1,16,9,64,2992900,0,3984016,0,2270.046025,14904.50306,5475600,288796036
720500,4,2.5,3350,35298,2,0,0,4,9,3350,0,1985,0,47.6506,-122.036,2620,35604,16,6.25,11222500,1245948804,4,0,0,16,81,11222500,0,3940225,0,2270.57968,14892.7853,6864400,1267644816
830000,3,2.5,3370,6550,2,0,2,4,8,2840,530,1912,2001,47.5442,-122.38,1500,6550,9,6.25,11356900,42902500,4,0,4,16,64,8065600,280900,3655744,4004001,2260.450954,14976.8644,2250000,42902500
662990,3,1.75,1240,3600,1.5,0,0,5,7,1240,0,1926,0,47.5797,-122.405,1660,3600,9,3.0625,1537600,12960000,2.25,0,0,25,49,1537600,0,3709476,0,2263.827852,14982.98403,2755600,12960000
220000,4,2,2340,10507,1.5,0,0,4,6,2340,0,1959,0,47.3578,-122.178,990,10507,16,4,5475600,110397049,2.25,0,0,16,36,5475600,0,3837681,0,2242.761221,14927.46368,980100,110397049
349950,5,2,1880,4179,1,0,0,3,7,940,940,1952,2000,47.5536,-122.283,1350,5150,25,4,3534400,17464041,1,0,0,9,49,883600,883600,3810304,4000000,2261.344873,14953.13209,1822500,26522500
550000,3,2,1810,2159,1,0,0,3,7,1010,800,1922,0,47.6273,-122.345,1810,2159,9,4,3276100,4661281,1,0,0,9,49,1020100,640000,3694084,0,2268.359705,14968.29903,3276100,4661281
396000,3,1.75,2340,5668,1,0,0,4,6,1200,1140,1941,0,47.5588,-122.364,860,4800,9,3.0625,5475600,32126224,1,0,0,16,36,1440000,1299600,3767481,0,2261.839457,14972.9485,739600,23040000
635000,4,1.5,2820,4000,2,0,0,3,7,2820,0,1911,0,47.6638,-122.348,1470,1627,16,2.25,7952400,16000000,4,0,0,9,49,7952400,0,3651921,0,2271.83783,14969.0331,2160900,2647129
293000,3,1,1020,7650,1,0,0,3,7,1020,0,1940,0,47.7198,-122.352,1440,7650,9,1,1040400,58522500,1,0,0,9,49,1040400,0,3763600,0,2277.179312,14970.0119,2073600,58522500
339000,3,2.25,2090,10120,1,0,0,4,7,1290,800,1979,0,47.4654,-122.174,1820,7983,9,5.0625,4368100,102414400,1,0,0,16,49,1664100,640000,3916441,0,2252.964197,14926.48628,3312400,63728289
285000,4,2.25,1830,8734,2,0,0,4,7,1830,0,1991,0,47.3679,-122.179,1870,7212,16,5.0625,3348900,76282756,4,0,0,16,49,3348900,0,3964081,0,2243.71795,14927.70804,3496900,52012944
775000,6,2.75,2980,5000,1.5,0,0,3,7,2480,500,1916,0,47.6684,-122.331,1470,5000,36,7.5625,8880400,25000000,2.25,0,0,9,49,6150400,250000,3671056,0,2272.276359,14964.87356,2160900,25000000
224000,4,1.5,1600,9289,1,0,0,4,7,1600,0,1959,0,47.3107,-122.212,1540,9918,16,2.25,2560000,86285521,1,0,0,16,49,2560000,0,3837681,0,2238.302334,14935.77294,2371600,98366724
